route,departure_time,hour,passengers
5,1900-01-01 22:40:00,22,37.01208382848497
5,1900-01-01 05:50:00,5,41.549560927646056
5,1900-01-01 06:34:00,6,22.995122161338696
5,1900-01-01 06:35:00,6,21.248615158174005
5,1900-01-01 07:05:00,7,40.8205225184764
5,1900-01-01 07:19:00,7,48.17973427801942
5,1900-01-01 07:45:00,7,37.18046102027108
5,1900-01-01 07:49:00,7,34.8067822415441
5,1900-01-01 08:20:00,8,38.66296623468373
5,1900-01-01 08:29:00,8,42.81897631916094
5,1900-01-01 08:50:00,8,47.911152334445724
5,1900-01-01 09:09:00,9,42.61201447794271
5,1900-01-01 09:25:00,9,52.93301581177914
5,1900-01-01 09:39:00,9,50.6242497020088
5,1900-01-01 09:55:00,9,46.19098794035156
5,1900-01-01 10:14:00,10,45.427292719692154
5,1900-01-01 10:25:00,10,50.38566564997432
5,1900-01-01 10:44:00,10,56.92593602914092
5,1900-01-01 10:55:00,10,43.653587163228465
5,1900-01-01 11:09:00,11,55.51245132303415
5,1900-01-01 11:25:00,11,48.90147946114041
5,1900-01-01 11:39:00,11,37.186177519013484
5,1900-01-01 11:55:00,11,55.43098506737821
5,1900-01-01 12:09:00,12,45.14373694587403
5,1900-01-01 12:25:00,12,64.20593439265802
5,1900-01-01 12:39:00,12,47.56277913962963
5,1900-01-01 12:55:00,12,68.9116659473692
5,1900-01-01 13:09:00,13,61.86279376928502
5,1900-01-01 13:25:00,13,52.600089522179026
5,1900-01-01 13:39:00,13,64.10946950245572
5,1900-01-01 13:55:00,13,50.133782044060354
5,1900-01-01 14:09:00,14,52.94705386946915
5,1900-01-01 14:25:00,14,39.10641561853937
5,1900-01-01 14:39:00,14,60.971703325428955
5,1900-01-01 14:55:00,14,64.61452734781089
5,1900-01-01 15:09:00,15,47.011301572986625
5,1900-01-01 15:25:00,15,54.41201192382523
5,1900-01-01 15:42:00,15,39.488016932459345
5,1900-01-01 15:55:00,15,63.40052327339573
5,1900-01-01 16:14:00,16,38.464843016264886
5,1900-01-01 16:35:00,16,44.51208101594463
5,1900-01-01 16:42:00,16,32.7891214840894
5,1900-01-01 17:05:00,17,51.19666933920776
5,1900-01-01 17:26:00,17,49.56404780971722
5,1900-01-01 17:30:00,17,28.59509840092428
5,1900-01-01 17:55:00,17,32.54180448062784
5,1900-01-01 18:00:00,18,36.46077003469861
5,1900-01-01 18:23:00,18,25.439362545873593
5,1900-01-01 18:30:00,18,33.13261407579703
5,1900-01-01 18:48:00,18,41.19972538982368
5,1900-01-01 19:19:00,19,37.45242425634395
5,1900-01-01 19:30:00,19,29.94968481242059
5,1900-01-01 20:19:00,20,33.32121137050869
5,1900-01-01 20:30:00,20,35.74619610202982
5,1900-01-01 21:19:00,21,20.5436925042115
5,1900-01-01 21:30:00,21,43.182910985342716
5,1900-01-01 22:19:00,22,33.66559936756203
5,1900-01-01 22:40:00,22,30.50500328555607
7,1900-01-01 05:23:00,5,27.723596352739
7,1900-01-01 06:05:00,6,36.0790338246394
7,1900-01-01 13:23:00,13,69.35455358347932
7,1900-01-01 14:05:00,14,69.5864590814218
7,1900-01-01 21:23:00,21,37.64133298711077
7,1900-01-01 22:07:00,22,32.48303781615151
7,1900-01-01 05:01:00,5,31.30082109074929
7,1900-01-01 06:07:00,6,20.593925128823408
7,1900-01-01 13:23:00,13,74.9451915798278
7,1900-01-01 21:23:00,21,32.71713188598088
7,1900-01-01 22:07:00,22,45.06646615060594
7,1900-01-01 05:23:00,5,27.048864848145392
7,1900-01-01 06:07:00,6,40.92008209575446
7,1900-01-01 21:23:00,21,26.24449006369334
7,1900-01-01 22:07:00,22,33.640109016003876
58,1900-01-01 08:55:00,8,19.030513903060942
58,1900-01-01 16:45:00,16,37.67962676675245
58,1900-01-01 08:55:00,8,29.876504549722675
58,1900-01-01 16:45:00,16,43.39254968381623
58,1900-01-01 08:55:00,8,27.583460107036117
58,1900-01-01 16:45:00,16,33.857851121208725
58,1900-01-01 08:55:00,8,45.40457462644174
58,1900-01-01 16:45:00,16,53.384823020525886
10,1900-01-01 08:24:00,8,37.55872876442901
10,1900-01-01 08:38:00,8,21.704219790965993
10,1900-01-01 10:24:00,10,20.96566481724659
10,1900-01-01 10:38:00,10,58.359667295814916
10,1900-01-01 12:24:00,12,62.61825385169447
10,1900-01-01 12:38:00,12,57.66319773061128
10,1900-01-01 14:24:00,14,57.62500399214988
10,1900-01-01 14:38:00,14,42.99607285271285
10,1900-01-01 16:24:00,16,57.55184027219205
10,1900-01-01 16:38:00,16,42.99659186250859
10,1900-01-01 08:24:00,8,32.63846062418209
10,1900-01-01 08:38:00,8,37.42539597844109
10,1900-01-01 10:24:00,10,35.79844349776535
10,1900-01-01 10:38:00,10,46.90030578480007
10,1900-01-01 12:24:00,12,46.86064910523796
10,1900-01-01 12:38:00,12,57.264859309658576
10,1900-01-01 14:24:00,14,66.84746307137767
10,1900-01-01 14:38:00,14,40.96297720871308
10,1900-01-01 16:24:00,16,32.861570284536896
10,1900-01-01 16:38:00,16,43.443345758823625
101,1900-01-01 06:20:00,6,10.856497714518266
101,1900-01-01 08:18:00,8,56.57278941108565
101,1900-01-01 08:33:00,8,39.952489502662885
101,1900-01-01 08:38:00,8,35.86632524491722
101,1900-01-01 08:53:00,8,31.850416475556464
101,1900-01-01 08:58:00,8,19.994240473714505
101,1900-01-01 09:13:00,9,22.518895759539834
101,1900-01-01 09:18:00,9,32.299589648514335
101,1900-01-01 09:33:00,9,39.540699791443316
101,1900-01-01 09:38:00,9,13.5511706279474
101,1900-01-01 09:53:00,9,39.437588810199074
101,1900-01-01 09:58:00,9,31.56679005019089
101,1900-01-01 10:13:00,10,44.241324557842304
101,1900-01-01 10:18:00,10,49.151374251114724
101,1900-01-01 10:33:00,10,42.45299006977297
101,1900-01-01 10:38:00,10,39.623953373837224
101,1900-01-01 10:53:00,10,44.26191162065653
101,1900-01-01 10:58:00,10,32.907564085803926
101,1900-01-01 11:13:00,11,50.132270544026774
101,1900-01-01 11:18:00,11,41.28708102188689
101,1900-01-01 11:33:00,11,64.68790088444561
101,1900-01-01 11:38:00,11,44.40554152285886
101,1900-01-01 11:53:00,11,38.10200419792078
101,1900-01-01 11:58:00,11,54.20541705851089
101,1900-01-01 12:13:00,12,56.194167612702685
101,1900-01-01 12:18:00,12,50.600459486578416
101,1900-01-01 12:33:00,12,65.45451939994511
101,1900-01-01 12:38:00,12,39.33506716064347
101,1900-01-01 12:53:00,12,71.22336971189344
101,1900-01-01 12:58:00,12,55.276876520936945
101,1900-01-01 13:13:00,13,69.85967099540204
101,1900-01-01 13:18:00,13,62.00654104106106
101,1900-01-01 13:33:00,13,52.41367657383054
101,1900-01-01 13:38:00,13,55.68671169780597
101,1900-01-01 13:53:00,13,77.41989368876301
101,1900-01-01 13:58:00,13,63.26553930097874
101,1900-01-01 14:13:00,14,56.93799209236519
101,1900-01-01 14:18:00,14,56.92698734485278
101,1900-01-01 14:33:00,14,58.810083478969716
101,1900-01-01 14:38:00,14,58.14372364303091
101,1900-01-01 14:53:00,14,48.26705843410127
101,1900-01-01 14:58:00,14,53.477974947092726
101,1900-01-01 15:13:00,15,57.57451594978534
101,1900-01-01 15:18:00,15,36.0261919398512
101,1900-01-01 15:33:00,15,49.16711096461635
101,1900-01-01 15:38:00,15,39.58768242736234
101,1900-01-01 15:53:00,15,57.26490958861007
101,1900-01-01 15:58:00,15,48.03531433674464
101,1900-01-01 16:13:00,16,31.59007933477944
101,1900-01-01 16:18:00,16,28.560124211832917
101,1900-01-01 16:33:00,16,31.874883846454015
101,1900-01-01 16:38:00,16,57.36837135947131
101,1900-01-01 16:53:00,16,50.45669324940483
101,1900-01-01 16:58:00,16,34.34189521220238
101,1900-01-01 17:13:00,17,29.35116603157376
101,1900-01-01 17:18:00,17,45.9835989036181
101,1900-01-01 17:33:00,17,32.98978868540087
101,1900-01-01 17:38:00,17,42.46825634714887
101,1900-01-01 17:53:00,17,37.3403848573048
101,1900-01-01 17:58:00,17,31.80164707440295
101,1900-01-01 18:13:00,18,56.66444809357999
101,1900-01-01 18:18:00,18,30.11239984607971
101,1900-01-01 18:33:00,18,43.44156632635344
101,1900-01-01 18:49:00,18,16.97735935693141
101,1900-01-01 18:53:00,18,55.18406111794891
101,1900-01-01 19:17:00,19,51.69600036908543
101,1900-01-01 19:22:00,19,37.089982915356096
101,1900-01-01 19:50:00,19,30.329893611606668
101,1900-01-01 19:54:00,19,27.498950903414173
101,1900-01-01 20:17:00,20,31.953731066175358
101,1900-01-01 20:27:00,20,46.17467475174165
101,1900-01-01 20:48:00,20,51.60448356753138
101,1900-01-01 21:17:00,21,20.229908232772054
101,1900-01-01 21:48:00,21,37.65150635117642
101,1900-01-01 22:17:00,22,33.39001727197229
101,1900-01-01 22:48:00,22,24.33329909556373
101,1900-01-01 04:52:00,4,24.870537657988315
101,1900-01-01 05:12:00,5,35.2110182400494
101,1900-01-01 05:24:00,5,18.5082262553264
101,1900-01-01 05:40:00,5,19.767521078055182
101,1900-01-01 05:44:00,5,38.16125875399199
101,1900-01-01 06:12:00,6,29.57959321506786
101,1900-01-01 06:13:00,6,31.38150784368777
101,1900-01-01 06:32:00,6,14.751244416370845
101,1900-01-01 06:45:00,6,23.872215785797408
101,1900-01-01 06:47:00,6,20.525485952855636
101,1900-01-01 07:00:00,7,47.124797611324254
101,1900-01-01 07:03:00,7,53.442131964466796
101,1900-01-01 07:18:00,7,11.313860933440274
101,1900-01-01 07:20:00,7,38.27189781014825
101,1900-01-01 07:33:00,7,36.23401086151101
101,1900-01-01 07:36:00,7,36.75814595549986
101,1900-01-01 07:48:00,7,42.86243080035621
101,1900-01-01 07:52:00,7,28.815987772238493
101,1900-01-01 08:03:00,8,31.768894745992153
101,1900-01-01 08:08:00,8,19.856758177090587
101,1900-01-01 08:18:00,8,29.600192768654942
101,1900-01-01 08:25:00,8,27.260578910679378
101,1900-01-01 08:33:00,8,26.00140642026036
101,1900-01-01 08:40:00,8,39.95798796712356
101,1900-01-01 08:48:00,8,24.95472168032495
101,1900-01-01 08:54:00,8,34.43218722481104
101,1900-01-01 09:04:00,9,34.40810574173835
101,1900-01-01 09:08:00,9,49.189649491510735
101,1900-01-01 09:19:00,9,47.365614416903284
101,1900-01-01 09:23:00,9,36.45050806594734
101,1900-01-01 09:34:00,9,47.83018244265146
101,1900-01-01 09:38:00,9,35.88841970776365
101,1900-01-01 09:49:00,9,19.621542769989134
101,1900-01-01 09:53:00,9,46.56444826765666
101,1900-01-01 10:04:00,10,48.772248323832414
101,1900-01-01 10:08:00,10,48.54654352491556
101,1900-01-01 10:19:00,10,24.930755215338365
101,1900-01-01 10:23:00,10,34.870780172911495
101,1900-01-01 10:34:00,10,21.11175001381953
101,1900-01-01 10:38:00,10,55.09451713440458
101,1900-01-01 10:49:00,10,39.91175049854168
101,1900-01-01 10:53:00,10,49.74633509167523
101,1900-01-01 11:04:00,11,60.37316761137857
101,1900-01-01 11:08:00,11,44.7659619391687
101,1900-01-01 11:19:00,11,55.55744834295724
101,1900-01-01 11:23:00,11,59.20310824588651
101,1900-01-01 11:34:00,11,70.34388079388957
101,1900-01-01 11:38:00,11,45.2327630322069
101,1900-01-01 11:49:00,11,65.93043041252074
101,1900-01-01 11:53:00,11,33.05257161818902
101,1900-01-01 12:04:00,12,29.338763194951515
101,1900-01-01 12:08:00,12,54.834492751704616
101,1900-01-01 12:19:00,12,41.4454567292997
101,1900-01-01 12:23:00,12,36.73977186350492
101,1900-01-01 12:34:00,12,54.24059679160676
101,1900-01-01 12:38:00,12,52.97348860937858
101,1900-01-01 12:49:00,12,54.052869651431145
101,1900-01-01 12:53:00,12,59.526818806628974
101,1900-01-01 13:04:00,13,72.43082061365843
101,1900-01-01 13:08:00,13,38.6671421802589
101,1900-01-01 13:19:00,13,31.270921846183093
101,1900-01-01 13:23:00,13,48.118911747493556
101,1900-01-01 13:34:00,13,57.443106471191946
101,1900-01-01 13:38:00,13,73.85317013803864
101,1900-01-01 13:49:00,13,51.511478500163506
101,1900-01-01 13:53:00,13,55.89032049341019
101,1900-01-01 14:04:00,14,61.428006457063724
101,1900-01-01 14:08:00,14,33.982537919573986
101,1900-01-01 14:19:00,14,64.1799523172043
101,1900-01-01 14:23:00,14,51.994567086175486
101,1900-01-01 14:34:00,14,63.32954639051377
101,1900-01-01 14:38:00,14,59.91056641910289
101,1900-01-01 14:49:00,14,68.75853675247541
101,1900-01-01 14:53:00,14,74.25595777338287
101,1900-01-01 15:04:00,15,50.02240322887924
101,1900-01-01 15:13:00,15,55.218399019114486
101,1900-01-01 15:19:00,15,59.04426260025397
101,1900-01-01 15:30:00,15,37.609015939368305
101,1900-01-01 15:34:00,15,54.210553717116476
101,1900-01-01 15:49:00,15,51.63591034100614
101,1900-01-01 15:50:00,15,33.82014025681582
101,1900-01-01 16:01:00,16,35.907451883937824
101,1900-01-01 16:05:00,16,40.4031005974922
101,1900-01-01 16:16:00,16,52.978705872599754
101,1900-01-01 16:20:00,16,34.65563914154506
101,1900-01-01 16:31:00,16,31.650831556011397
101,1900-01-01 16:35:00,16,43.926162357794986
101,1900-01-01 16:46:00,16,41.70903353570286
101,1900-01-01 16:50:00,16,56.18461386131915
101,1900-01-01 17:01:00,17,42.94152522909662
101,1900-01-01 17:05:00,17,35.5671217377522
101,1900-01-01 17:19:00,17,31.579789064157424
101,1900-01-01 17:20:00,17,33.46040707637544
101,1900-01-01 17:34:00,17,34.24018527089759
101,1900-01-01 17:35:00,17,14.89740270985715
101,1900-01-01 17:49:00,17,34.71971448589719
101,1900-01-01 17:50:00,17,42.576229036698116
101,1900-01-01 18:03:00,18,20.294523104736136
101,1900-01-01 18:10:00,18,0.0
101,1900-01-01 18:17:00,18,22.928320844868182
101,1900-01-01 18:25:00,18,31.40039201921004
101,1900-01-01 18:30:00,18,22.69259192941569
101,1900-01-01 18:40:00,18,43.35442052871058
101,1900-01-01 18:48:00,18,49.935597390596584
101,1900-01-01 18:55:00,18,30.398297652207734
101,1900-01-01 19:03:00,19,25.102946426047254
101,1900-01-01 19:15:00,19,20.41079639733323
101,1900-01-01 19:17:00,19,29.48875797354878
101,1900-01-01 19:30:00,19,39.38504220773099
101,1900-01-01 19:35:00,19,31.944857788262038
101,1900-01-01 19:50:00,19,30.273799576376092
101,1900-01-01 19:58:00,19,19.7074593452678
101,1900-01-01 20:10:00,20,31.644375765310073
101,1900-01-01 20:28:00,20,35.11759480552694
101,1900-01-01 20:32:00,20,21.738352520681442
101,1900-01-01 20:58:00,20,17.93058893528583
101,1900-01-01 21:02:00,21,29.81565454728533
101,1900-01-01 21:28:00,21,18.729559929878967
101,1900-01-01 21:32:00,21,36.8071323044113
101,1900-01-01 21:58:00,21,31.561094522580063
101,1900-01-01 22:02:00,22,32.413877818265384
101,1900-01-01 22:28:00,22,25.767392777928347
101,1900-01-01 22:32:00,22,19.258020700358017
101,1900-01-01 23:02:00,23,23.84308477736248
101,1900-01-01 23:28:00,23,34.87302696950879
101,1900-01-01 00:02:00,0,21.56444041778753
101,1900-01-01 05:12:00,5,18.56948641806048
101,1900-01-01 05:40:00,5,20.901169495679518
101,1900-01-01 05:44:00,5,33.09602939810162
101,1900-01-01 06:12:00,6,39.02411354894547
101,1900-01-01 06:13:00,6,21.191925289642313
101,1900-01-01 06:44:00,6,29.245421891875225
101,1900-01-01 06:45:00,6,28.25503025850042
101,1900-01-01 07:04:00,7,28.740359874116347
101,1900-01-01 07:16:00,7,23.031853044296
101,1900-01-01 07:24:00,7,26.1727378053992
101,1900-01-01 07:37:00,7,31.953032088790753
101,1900-01-01 07:44:00,7,20.804152731049715
101,1900-01-01 07:58:00,7,30.338865658379206
101,1900-01-01 08:04:00,8,24.536850730986316
101,1900-01-01 08:19:00,8,29.796216648163096
101,1900-01-01 08:24:00,8,44.078390011459945
101,1900-01-01 08:41:00,8,20.974832446099583
101,1900-01-01 08:44:00,8,43.79865985712243
101,1900-01-01 09:00:00,9,27.27312789520405
101,1900-01-01 09:04:00,9,43.014967345895116
101,1900-01-01 09:19:00,9,23.28924255412025
101,1900-01-01 09:19:00,9,32.37797226135296
101,1900-01-01 09:34:00,9,31.930538425627788
101,1900-01-01 09:38:00,9,41.59488532666694
101,1900-01-01 09:49:00,9,35.96567472177428
101,1900-01-01 09:53:00,9,18.158068398746394
101,1900-01-01 10:04:00,10,43.873463571593156
101,1900-01-01 10:08:00,10,37.83615217953085
101,1900-01-01 10:19:00,10,55.797975348610166
101,1900-01-01 10:23:00,10,38.77148783019138
101,1900-01-01 10:34:00,10,42.51912565465844
101,1900-01-01 10:38:00,10,42.86763399075042
101,1900-01-01 10:49:00,10,41.56985086281852
101,1900-01-01 10:53:00,10,60.513438362592055
101,1900-01-01 11:04:00,11,43.482342742257906
101,1900-01-01 11:08:00,11,37.139537215424426
101,1900-01-01 11:19:00,11,56.23986678461399
101,1900-01-01 11:23:00,11,49.69217807302955
101,1900-01-01 11:34:00,11,51.954800267557424
101,1900-01-01 11:38:00,11,40.73683889611442
101,1900-01-01 11:49:00,11,50.38580537961435
101,1900-01-01 11:53:00,11,44.60503449010702
101,1900-01-01 12:04:00,12,47.33475106636441
101,1900-01-01 12:08:00,12,35.90223404539699
101,1900-01-01 12:19:00,12,63.49577590717775
101,1900-01-01 12:23:00,12,67.29594264571563
101,1900-01-01 12:34:00,12,47.25876255045161
101,1900-01-01 12:38:00,12,42.05398219794596
101,1900-01-01 12:49:00,12,52.771244885495086
101,1900-01-01 12:53:00,12,50.5665095468846
101,1900-01-01 13:04:00,13,45.303251074117966
101,1900-01-01 13:08:00,13,69.66101910063381
101,1900-01-01 13:19:00,13,69.28871944400711
101,1900-01-01 13:23:00,13,57.80438026718033
101,1900-01-01 13:34:00,13,54.27255091013025
101,1900-01-01 13:38:00,13,56.307680062259514
101,1900-01-01 13:49:00,13,40.15542385048006
101,1900-01-01 13:53:00,13,74.10717039902354
101,1900-01-01 14:04:00,14,63.44274712776958
101,1900-01-01 14:08:00,14,42.78797905538532
101,1900-01-01 14:19:00,14,66.24485518906657
101,1900-01-01 14:23:00,14,50.544428260353946
101,1900-01-01 14:34:00,14,58.76208360609425
101,1900-01-01 14:38:00,14,52.354193805175555
101,1900-01-01 14:49:00,14,60.88752798136418
101,1900-01-01 14:53:00,14,84.54609750718211
101,1900-01-01 15:04:00,15,51.22082595912906
101,1900-01-01 15:13:00,15,63.363719047775454
101,1900-01-01 15:24:00,15,39.970142595558585
101,1900-01-01 15:30:00,15,48.23741289753385
101,1900-01-01 15:44:00,15,48.56400811169826
101,1900-01-01 15:50:00,15,52.02978721647017
101,1900-01-01 16:04:00,16,50.48740047589736
101,1900-01-01 16:06:00,16,49.48830228763212
101,1900-01-01 16:24:00,16,34.0591786495244
101,1900-01-01 16:26:00,16,50.28899956452804
101,1900-01-01 16:44:00,16,40.63055143215673
101,1900-01-01 16:46:00,16,26.955639690341492
101,1900-01-01 17:04:00,17,44.37551187755174
101,1900-01-01 17:05:00,17,43.887843882840755
101,1900-01-01 17:24:00,17,36.31122179327593
101,1900-01-01 17:28:00,17,42.13767186426215
101,1900-01-01 17:44:00,17,36.285003598988304
101,1900-01-01 17:48:00,17,27.124801172390438
101,1900-01-01 18:04:00,18,20.291471919654434
101,1900-01-01 18:07:00,18,33.88722371725909
101,1900-01-01 18:24:00,18,29.605852242851135
101,1900-01-01 18:26:00,18,23.535000145327977
101,1900-01-01 18:44:00,18,39.89564201600851
101,1900-01-01 18:44:00,18,12.84180000847013
101,1900-01-01 19:02:00,19,36.20944715874095
101,1900-01-01 19:04:00,19,32.08334242075322
101,1900-01-01 19:21:00,19,23.014238930893622
101,1900-01-01 19:34:00,19,26.283510987267764
101,1900-01-01 19:39:00,19,36.94648513620264
101,1900-01-01 20:04:00,20,36.19566069704362
101,1900-01-01 20:08:00,20,7.886477153203398
101,1900-01-01 20:34:00,20,28.336315384218576
101,1900-01-01 20:38:00,20,42.497519292059884
101,1900-01-01 21:04:00,21,30.698896604257303
101,1900-01-01 21:08:00,21,17.42487471633681
101,1900-01-01 21:34:00,21,32.006482720272786
101,1900-01-01 21:38:00,21,46.79233379526607
101,1900-01-01 22:04:00,22,35.08041116645214
101,1900-01-01 22:08:00,22,28.400840841429517
101,1900-01-01 22:34:00,22,29.741694940124255
101,1900-01-01 22:38:00,22,43.4271106086576
101,1900-01-01 23:08:00,23,35.06599620679751
101,1900-01-01 23:34:00,23,40.50087256151298
101,1900-01-01 00:08:00,0,22.299398679786144
103,1900-01-01 06:50:00,6,25.0639582139588
103,1900-01-01 07:30:00,7,40.39250625748682
103,1900-01-01 08:05:00,8,26.606224799978396
103,1900-01-01 08:35:00,8,48.16721594923813
103,1900-01-01 08:40:00,8,23.073864568612393
103,1900-01-01 09:05:00,9,39.30648183868367
103,1900-01-01 09:10:00,9,30.25170583164985
103,1900-01-01 09:35:00,9,24.310818845646594
103,1900-01-01 09:40:00,9,26.76631572023755
103,1900-01-01 10:05:00,10,49.812970555712255
103,1900-01-01 10:10:00,10,47.444300315165904
103,1900-01-01 10:35:00,10,63.98064393353165
103,1900-01-01 10:40:00,10,46.73746070392464
103,1900-01-01 11:05:00,11,58.508987889814854
103,1900-01-01 11:10:00,11,54.07014946964268
103,1900-01-01 11:35:00,11,59.757223643329326
103,1900-01-01 11:40:00,11,37.33856622469313
103,1900-01-01 12:05:00,12,47.829444798688414
103,1900-01-01 12:10:00,12,58.63341998522301
103,1900-01-01 12:35:00,12,52.13483457409342
103,1900-01-01 12:40:00,12,63.20731119744495
103,1900-01-01 13:05:00,13,51.645566249460124
103,1900-01-01 13:10:00,13,71.62191693213308
103,1900-01-01 13:35:00,13,81.83607993088177
103,1900-01-01 13:40:00,13,69.70981576992733
103,1900-01-01 14:05:00,14,66.4634273908038
103,1900-01-01 14:10:00,14,70.30486676145632
103,1900-01-01 14:35:00,14,76.27516744118248
103,1900-01-01 14:40:00,14,68.70805763301725
103,1900-01-01 15:05:00,15,50.63332467175323
103,1900-01-01 15:10:00,15,46.127741511767
103,1900-01-01 15:35:00,15,54.63602797983976
103,1900-01-01 15:40:00,15,36.45913742318783
103,1900-01-01 16:05:00,16,54.063732504216816
103,1900-01-01 16:10:00,16,39.04036114923556
103,1900-01-01 16:35:00,16,51.574890857071054
103,1900-01-01 16:40:00,16,46.688225565813624
103,1900-01-01 17:05:00,17,27.71008765440894
103,1900-01-01 17:10:00,17,53.40262679012363
103,1900-01-01 17:35:00,17,23.54191898125164
103,1900-01-01 17:40:00,17,38.91718330853943
103,1900-01-01 18:05:00,18,48.21422263424354
103,1900-01-01 18:10:00,18,28.851896712051015
103,1900-01-01 18:35:00,18,29.0089020904821
103,1900-01-01 19:19:00,19,33.47684134039869
103,1900-01-01 19:34:00,19,36.07294831730612
103,1900-01-01 20:19:00,20,43.32784590823112
103,1900-01-01 20:34:00,20,37.7408121688291
103,1900-01-01 21:25:00,21,23.921331037472328
103,1900-01-01 21:40:00,21,30.19595738205267
103,1900-01-01 22:25:00,22,28.840199170282357
103,1900-01-01 22:40:00,22,33.63700777925083
103,1900-01-01 06:50:00,6,42.220072308973485
103,1900-01-01 07:30:00,7,17.59588814045952
103,1900-01-01 08:10:00,8,35.15538936757688
103,1900-01-01 08:35:00,8,21.461892592114676
103,1900-01-01 08:40:00,8,34.5927907745343
103,1900-01-01 09:05:00,9,11.950477189263509
103,1900-01-01 09:10:00,9,44.45093574603949
103,1900-01-01 09:35:00,9,43.7850053099309
103,1900-01-01 09:40:00,9,27.124806299222044
103,1900-01-01 10:05:00,10,60.44648180888485
103,1900-01-01 10:10:00,10,58.22429224091775
103,1900-01-01 10:35:00,10,43.94337168763612
103,1900-01-01 10:40:00,10,35.72992788172368
103,1900-01-01 11:05:00,11,62.01661804590574
103,1900-01-01 11:10:00,11,54.70539906640428
103,1900-01-01 11:35:00,11,48.46966578606187
103,1900-01-01 11:40:00,11,52.45705456329789
103,1900-01-01 12:05:00,12,56.06912537433468
